Track Name,Album Name,Album Release Date,Total Tracks on Album,Popularity,Artists,Duration (ms),Track Number,Sentiment,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo
Never,R.O.O.T.S. (Route Of Overcoming The Struggle),3/30/09,13,9,"Flo Rida,",261586,11,-0.107655502,7,1,4,0.019,0.67,0.805,0,0.268,-6.835,0.282,0.363,82.027
Sugar (feat. Wynter),R.O.O.T.S. (Route Of Overcoming The Struggle),3/30/09,13,29,"Flo Rida,Wynter,",252933,12,0.342342342,1,1,4,0.0371,0.738,0.868,0,0.294,-4.15,0.0348,0.199,130.003
Rewind (feat. Wyclef Jean),R.O.O.T.S. (Route Of Overcoming The Struggle),3/30/09,13,14,"Flo Rida,Wyclef Jean,",269480,13,0.033222591,8,1,4,0.0108,0.723,0.704,2.62E-06,0.107,-6.262,0.17,0.517,90.09
Det Du GíŸr,Luxus,1/1/05,12,35,"Johnny Deluxe,",209933,1,-0.006329114,4,1,4,0.00153,0.59,0.833,0,0.335,-5.071,0.0324,0.795,149.985
Luxusliv,Luxus,1/1/05,12,14,"Johnny Deluxe,",219800,2,,5,0,4,0.00999,0.691,0.774,0,0.0969,-6.919,0.0359,0.818,132.988
Drenge Som Mig,Luxus,1/1/05,12,49,"Johnny Deluxe,",196893,3,0.01552795,9,0,4,0.0268,0.639,0.704,0,0.302,-5.592,0.0268,0.657,97.998
ForfíŸr Mig,Luxus,1/1/05,12,13,"Johnny Deluxe,",226640,4,,5,1,4,0.12,0.571,0.469,2.99E-06,0.108,-7.031,0.0281,0.345,138.754
Paranoia,Luxus,1/1/05,12,13,"Johnny Deluxe,",209626,5,,9,0,4,0.0518,0.703,0.778,2.22E-06,0.112,-6.343,0.0318,0.799,142.01
Pí« Standby,Luxus,1/1/05,12,15,"Johnny Deluxe,",181373,6,,9,1,4,0.00277,0.654,0.842,0,0.343,-5.248,0.03,0.823,121.964
Du Ligner En Million,Luxus,1/1/05,12,11,"Johnny Deluxe,",193933,7,,2,1,4,0.000394,0.565,0.925,0,0.416,-4.905,0.0448,0.612,139.951
Everybody's Dancing,Luxus,1/1/05,12,15,"Johnny Deluxe,",209426,8,,11,0,4,0.000357,0.643,0.813,0.00151,0.473,-6.849,0.0363,0.694,142.971
í_n For Alle,Luxus,1/1/05,12,8,"Johnny Deluxe,",221306,9,0.003861004,2,0,4,8.87E-06,0.447,0.823,0.00528,0.208,-5.357,0.0412,0.471,144.981
Sidste Sang Om Dig,Luxus,1/1/05,12,12,"Johnny Deluxe,",218200,10,,2,1,4,0.000773,0.651,0.755,8.67E-05,0.0729,-6.14,0.0311,0.796,139.979
Joanna,Luxus,1/1/05,12,19,"Johnny Deluxe,",172800,11,,9,1,4,0.00717,0.636,0.88,0,0.305,-5.306,0.0303,0.753,121.972
Sig Mit Navn,Luxus,1/1/05,12,9,"Johnny Deluxe,",190493,12,,7,0,4,0.163,0.634,0.312,0,0.0938,-10.955,0.0287,0.56,84.909
Glad Igen,Rasmus Seebach,9/28/09,12,12,"Rasmus Seebach,",219026,1,0.018461538,2,1,4,0.504,0.497,0.519,0,0.101,-7.317,0.0426,0.276,83.717
Den Anden Side,Rasmus Seebach,9/28/09,12,3,"Rasmus Seebach,",208826,2,0,4,1,4,0.134,0.672,0.733,0.000466,0.302,-5.946,0.0249,0.435,130.047
Engel,Rasmus Seebach,9/28/09,12,9,"Rasmus Seebach,",251186,3,0.020725389,10,1,4,0.172,0.605,0.787,0,0.151,-6.028,0.052,0.417,159.988
Lidt I Fem,Rasmus Seebach,9/28/09,12,12,"Rasmus Seebach,",223973,4,0,11,0,4,0.0415,0.728,0.771,0,0.442,-4.298,0.0303,0.754,113.017
Natten Falder Pí«,Rasmus Seebach,9/28/09,12,3,"Rasmus Seebach,",246706,5,0,0,1,4,0.0597,0.838,0.6,0,0.093,-7.431,0.0315,0.611,110.005
En Skygge Af Dig Selv,Rasmus Seebach,9/28/09,12,5,"Rasmus Seebach,",220466,6,0.005602241,8,1,4,0.335,0.612,0.766,0,0.176,-4.035,0.0334,0.561,81.978
Under Samme Sol,Rasmus Seebach,9/28/09,12,2,"Rasmus Seebach,",191906,7,0.007614213,7,0,4,0.234,0.591,0.548,0,0.279,-5.631,0.0309,0.397,144.022
Sig Jeg Skal,Rasmus Seebach,9/28/09,12,2,"Rasmus Seebach,",255253,8,0.011173184,11,1,4,0.04,0.642,0.849,0,0.174,-3.842,0.0301,0.405,137.996
Til Dig,Rasmus Seebach,9/28/09,12,1,"Rasmus Seebach,",202133,9,0,7,1,4,0.346,0.763,0.572,5.01E-05,0.109,-8.313,0.0339,0.294,136.012
Gi' Slip,Rasmus Seebach,9/28/09,12,2,"Rasmus Seebach,",207946,10,-0.055276382,5,1,4,0.417,0.537,0.48,0,0.0882,-5.439,0.0239,0.312,80.02
Den Jeg Er,Rasmus Seebach,9/28/09,12,11,"Rasmus Seebach,",281906,11,0.002739726,10,1,4,0.0124,0.675,0.509,0,0.385,-9.796,0.0475,0.585,151.96
Natteravn,Rasmus Seebach,9/28/09,12,10,"Rasmus Seebach,",239346,12,0,0,1,4,0.0219,0.694,0.704,0,0.11,-6.963,0.0424,0.385,125.066
We Cry,The Script,9/8/08,10,46,"The Script,",223920,1,-0.176470588,7,0,4,0.0479,0.555,0.881,0,0.351,-4.604,0.0642,0.663,91.883
Before the Worst,The Script,9/8/08,10,45,"The Script,",203106,2,0.025773196,8,0,4,0.141,0.588,0.928,0,0.655,-4.231,0.0435,0.405,115.097
Talk You Down,The Script,9/8/08,10,39,"The Script,",230786,3,0,0,1,4,0.0526,0.532,0.909,0,0.158,-3.912,0.0421,0.42,135.97
The Man Who Can't Be Moved,The Script,9/8/08,10,66,"The Script,",241466,4,-0.023696682,10,1,4,0.425,0.609,0.629,0,0.0978,-5.024,0.0264,0.325,99.955
Breakeven,The Script,9/8/08,10,74,"The Script,",261426,5,0.049723757,10,1,4,0.173,0.63,0.698,0,0.0789,-4.51,0.0244,0.529,94.023
Rusty Halo,The Script,9/8/08,10,32,"The Script,",214946,6,0.036199095,8,1,4,0.00698,0.523,0.932,0,0.328,-3.359,0.0374,0.844,152.043
The End Where I Begin,The Script,9/8/08,10,35,"The Script,",214093,7,-0.171232877,8,0,4,0.0979,0.502,0.613,0,0.116,-5.746,0.0255,0.0698,109.989
Fall for Anything,The Script,9/8/08,10,35,"The Script,",272773,8,0.04494382,10,0,4,0.117,0.558,0.842,0,0.0672,-4.381,0.034,0.491,123.048
If You See Kay,The Script,9/8/08,10,37,"The Script,",192333,9,0.073394495,5,1,4,0.0955,0.393,0.759,0,0.187,-4.428,0.0455,0.598,86.503
I'm Yours,The Script,9/8/08,10,38,"The Script,",255440,10,0.088495575,5,1,4,0.83,0.648,0.353,1.32E-05,0.129,-10.291,0.0273,0.0609,104.93
first day of my life (feat. goody grace),us,3/25/16,7,49,"gnash,Goody Grace,",189361,1,0.104166667,10,1,4,0.769,0.618,0.136,2.25E-05,0.128,-20.099,0.0459,0.311,89.771
rumours (feat. mark johns),us,3/25/16,7,56,"gnash,Mark Johns,",151109,2,-0.372093023,0,1,4,0.68,0.844,0.262,0,0.111,-14.08,0.0899,0.274,104.945
get well soon (feat. liphemra),us,3/25/16,7,48,"gnash,Liphemra,",199730,3,0.071428571,11,1,4,0.105,0.693,0.437,0,0.0786,-13.628,0.35,0.158,142.002
fragile (feat. WRENN),us,3/25/16,7,55,"gnash,WRENN,",185029,4,0.291139241,4,1,4,0.786,0.599,0.102,3.52E-06,0.133,-15.901,0.0333,0.124,133.682
rip (feat. quií± & buddy),us,3/25/16,7,43,"gnash,Quin,Buddy,",215622,5,0.354166667,0,1,4,0.0256,0.62,0.339,0.0578,0.078,-10.454,0.169,0.121,82.941
"i hate u, i love u (feat. olivia o'brien)",us,3/25/16,7,81,"gnash,Olivia O'Brien,",251033,6,-0.187755102,6,0,4,0.687,0.492,0.275,0,0.101,-13.4,0.3,0.18,92.6
u just can't be replaced (feat. rosabeales),us,3/25/16,7,53,"gnash,rosabeales,",206828,7,,0,1,4,0.000722,0.643,0.597,0.000108,0.113,-13.034,0.111,0.157,139.857
She's On Fire,Drops Of Jupiter,3/27/01,11,38,"Train,",229293,1,-0.264705882,9,1,4,0.000294,0.481,0.904,0.00226,0.345,-5.231,0.0379,0.646,95.992
I Wish You Would,Drops Of Jupiter,3/27/01,11,35,"Train,",264200,2,0,0,1,4,0.00258,0.566,0.833,0.00119,0.153,-5.91,0.0261,0.649,94.054
Drops of Jupiter,Drops Of Jupiter,3/27/01,11,76,"Train,",259933,3,0.051948052,0,1,4,0.154,0.468,0.64,0,0.154,-5.862,0.0275,0.499,79.297
It's About You,Drops Of Jupiter,3/27/01,11,38,"Train,",265360,4,0.093023256,7,1,4,0.00415,0.562,0.708,2.43E-05,0.0636,-6.834,0.0666,0.542,170.108
Hopeless,Drops Of Jupiter,3/27/01,11,38,"Train,",270826,5,-0.142857143,6,0,4,0.0459,0.512,0.455,0.000402,0.0885,-8.333,0.0277,0.466,77.713
Respect,Drops Of Jupiter,3/27/01,11,30,"Train,",205706,6,0.145299145,2,1,4,0.000178,0.601,0.954,0.316,0.276,-5.594,0.0445,0.811,127.143
Let It Roll,Drops Of Jupiter,3/27/01,11,30,"Train,",274160,7,0.028169014,4,1,4,0.0636,0.48,0.587,0.0108,0.0922,-9.151,0.0291,0.429,84.488
Something More,Drops Of Jupiter,3/27/01,11,30,"Train,",273600,8,0.14159292,0,1,4,0.00743,0.39,0.706,0.632,0.193,-6.767,0.0292,0.398,77.553
Whipping Boy,Drops Of Jupiter,3/27/01,11,28,"Train,",266733,9,0.016393443,4,0,4,0.0123,0.408,0.772,0.0425,0.0748,-6.35,0.0413,0.433,167.632
Getaway,Drops Of Jupiter,3/27/01,11,29,"Train,",265133,10,-0.105263158,7,0,3,0.0157,0.327,0.776,0.001,0.123,-5.963,0.0305,0.267,169.598
Mississippi,Drops Of Jupiter,3/27/01,11,39,"Train,",305000,11,0.043478261,0,1,4,0.227,0.565,0.463,0.18,0.077,-12.898,0.026,0.421,142.034
Tennis Court,Pure Heroine,1/1/13,10,67,"Lorde,",198907,1,0.284974093,0,1,4,0.0175,0.764,0.547,0.000161,0.23,-8.6,0.0576,0.402,89.993
400 Lux,Pure Heroine,1/1/13,10,60,"Lorde,",234286,2,0.273255814,7,1,4,0.083,0.623,0.48,0.002,0.124,-8.372,0.0278,0.181,92.007
Royals,Pure Heroine,1/1/13,10,77,"Lorde,",190185,3,0.254716981,7,1,4,0.106,0.616,0.432,0,0.132,-9.546,0.133,0.302,84.778
Ribs,Pure Heroine,1/1/13,10,64,"Lorde,",258969,4,0.140776699,4,1,4,0.526,0.49,0.47,0.533,0.108,-9.35,0.0753,0.0483,127.783
Buzzcut Season,Pure Heroine,1/1/13,10,62,"Lorde,",246755,5,0.193548387,1,1,4,0.618,0.729,0.62,0.37,0.116,-10.546,0.0783,0.257,111.015
Team,Pure Heroine,1/1/13,10,71,"Lorde,",193058,6,0.093406593,6,1,4,0.151,0.696,0.59,0,0.247,-7.428,0.0904,0.462,99.984
Glory And Gore,Pure Heroine,1/1/13,10,62,"Lorde,",210737,7,0.156097561,1,1,4,0.267,0.683,0.383,0,0.239,-8.781,0.038,0.264,143.931
Still Sane,Pure Heroine,1/1/13,10,56,"Lorde,",188133,8,-0.068493151,0,1,3,0.662,0.392,0.354,0.00348,0.0762,-12.117,0.0439,0.107,132.049
White Teeth Teens,Pure Heroine,1/1/13,10,57,"Lorde,",216600,9,0.278911565,6,0,4,0.634,0.643,0.322,6.99E-05,0.148,-9.099,0.0361,0.0901,114.038
A World Alone,Pure Heroine,1/1/13,10,58,"Lorde,",294222,10,-0.165048544,1,0,4,0.306,0.496,0.488,0.00138,0.207,-8.37,0.0426,0.0579,117.982
Love Song,Little Voice,7/3/07,12,74,"Sara Bareilles,",258826,1,0.251308901,2,0,4,0.0208,0.583,0.786,0,0.188,-3.142,0.0301,0.573,123.052
Vegas,Little Voice,7/3/07,12,38,"Sara Bareilles,",247493,2,0.0625,1,1,4,0.00881,0.629,0.603,0,0.182,-5.85,0.0305,0.6,80.051
Bottle It Up,Little Voice,7/3/07,12,48,"Sara Bareilles,",180626,3,0.956521739,0,1,4,0.202,0.647,0.718,0,0.157,-4.161,0.0298,0.706,132.93
One Sweet Love,Little Voice,7/3/07,12,44,"Sara Bareilles,",260853,4,0.176056338,2,1,4,0.338,0.396,0.811,0,0.114,-4.95,0.0465,0.262,87.703
Come Round Soon,Little Voice,7/3/07,12,38,"Sara Bareilles,",213120,5,-0.113636364,0,0,4,0.0784,0.338,0.819,0,0.159,-4.495,0.0777,0.545,74.756
Morningside,Little Voice,7/3/07,12,38,"Sara Bareilles,",238200,6,-0.061538462,0,0,4,0.0555,0.647,0.88,0,0.0919,-3.594,0.0381,0.786,104.99
Between the Lines,Little Voice,7/3/07,12,46,"Sara Bareilles,",274746,7,-0.090909091,6,1,4,0.185,0.513,0.575,1.30E-06,0.111,-5.254,0.0311,0.29,129.908
Love On the Rocks,Little Voice,7/3/07,12,39,"Sara Bareilles,",253040,8,0.227586207,9,1,4,0.111,0.644,0.819,0,0.116,-4.444,0.046,0.7,140.022
City,Little Voice,7/3/07,12,40,"Sara Bareilles,",273813,9,0.019047619,7,1,4,0.32,0.319,0.57,2.07E-06,0.104,-5.605,0.0316,0.192,147.815
Many the Miles,Little Voice,7/3/07,12,49,"Sara Bareilles,",311173,10,0.24137931,8,1,4,0.00796,0.508,0.717,6.15E-05,0.0971,-5.095,0.0457,0.462,158.05
Fairytale,Little Voice,7/3/07,12,39,"Sara Bareilles,",194066,11,0.148809524,10,0,4,0.0835,0.592,0.856,0,0.0996,-4.139,0.0303,0.55,132.109
Gravity,Little Voice,7/3/07,12,68,"Sara Bareilles,",232760,12,0.137254902,0,1,4,0.834,0.27,0.275,0,0.146,-10.357,0.0356,0.232,168.653
Number One (feat. Richie Havens & Son Little),Woodstock,6/16/17,10,50,"Portugal. The Man,Richie Havens,Son Little,",321946,1,0.198019802,8,1,4,0.0453,0.486,0.504,0.00135,0.695,-7.591,0.0283,0.34,89.523
Easy Tiger,Woodstock,6/16/17,10,50,"Portugal. The Man,",217466,2,-0.05,11,0,4,0.0144,0.406,0.887,0,0.369,-4.427,0.083,0.806,167.897
Live In The Moment,Woodstock,6/16/17,10,66,"Portugal. The Man,",246786,3,0.039800995,6,0,4,0.002,0.546,0.583,0.173,0.115,-7.317,0.0348,0.235,128.017
Feel It Still,Woodstock,6/16/17,10,81,"Portugal. The Man,",163253,4,0.101910828,1,0,4,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0.0504,0.754,79.028
Rich Friends,Woodstock,6/16/17,10,55,"Portugal. The Man,",221626,5,0.268867925,8,1,4,0.00545,0.607,0.881,0.000344,0.285,-5.354,0.053,0.34,94.994
Keep On,Woodstock,6/16/17,10,50,"Portugal. The Man,",203146,6,-0.083333333,0,1,4,0.251,0.667,0.681,0.0462,0.0608,-7.24,0.0333,0.783,139.993
So Young,Woodstock,6/16/17,10,63,"Portugal. The Man,",246480,7,0.046610169,4,0,4,0.348,0.671,0.445,5.93E-05,0.155,-7.842,0.0291,0.811,75.996
Mr Lonely (feat. Fat Lip),Woodstock,6/16/17,10,48,"Portugal. The Man,Fatlip,",262733,8,-0.093984962,2,0,4,0.181,0.571,0.743,0.000334,0.424,-8.819,0.0387,0.566,79.534
Tidal Wave,Woodstock,6/16/17,10,61,"Portugal. The Man,",211720,9,0.048913043,8,1,4,0.00648,0.551,0.741,0.00603,0.0707,-4.245,0.029,0.399,79.984
"Noise Pollution (feat. Mary Elizabeth Winstead & Zoe Manville) - Version A, Vocal Up Mix 1.3",Woodstock,6/16/17,10,51,"Portugal. The Man,Mary Elizabeth Winstead,Zoe Manville,",225186,10,-0.024316109,7,0,4,0.133,0.477,0.808,0.00013,0.176,-2.522,0.0571,0.433,100.004
Confessional,Confessional,4/24/06,11,5,"Bryan Rice,",252280,1,0.023622047,9,0,4,0.12,0.505,0.773,2.25E-06,0.13,-6.014,0.0347,0.729,165.965
No Promises,Confessional,4/24/06,11,45,"Bryan Rice,",234240,2,0.128,4,1,4,0.225,0.525,0.645,0,0.0944,-5.856,0.0307,0.192,79.024
Homeless Heart,Confessional,4/24/06,11,23,"Bryan Rice,",182173,3,-0.177570093,0,1,3,0.586,0.582,0.569,0,0.115,-5.291,0.0309,0.525,144.012
Can't Say I'm Sorry,Confessional,4/24/06,11,22,"Bryan Rice,",227680,4,0.045454545,2,1,4,0.0852,0.506,0.813,0,0.368,-5.465,0.041,0.567,153.827
We Can,Confessional,4/24/06,11,5,"Bryan Rice,",229106,5,0.195652174,3,0,4,0.754,0.434,0.346,0,0.131,-9.641,0.0343,0.314,179.593
Not Enough,Confessional,4/24/06,11,5,"Bryan Rice,",246733,6,0.193181818,7,0,4,0.00208,0.56,0.835,0,0.0987,-4.09,0.0394,0.596,92.968
Fragile,Confessional,4/24/06,11,4,"Bryan Rice,",210760,7,0.195121951,1,1,4,0.629,0.457,0.494,2.43E-05,0.128,-9.16,0.0296,0.254,157.944
Where Do You Go,Confessional,4/24/06,11,11,"Bryan Rice,",226040,8,0.142857143,8,0,4,0.479,0.539,0.562,0,0.11,-5.391,0.0288,0.231,127.969
In Your Room,Confessional,4/24/06,11,4,"Bryan Rice,",209866,9,0.090909091,1,1,4,0.168,0.629,0.653,0,0.106,-3.859,0.0283,0.486,108.984
The Last Two On Earth,Confessional,4/24/06,11,4,"Bryan Rice,",213866,10,0.1875,4,1,4,0.112,0.537,0.612,0,0.137,-5.852,0.0273,0.227,145.868
Crying Shame,Confessional,4/24/06,11,4,"Bryan Rice,",209613,11,-0.1625,2,1,4,0.522,0.457,0.334,0,0.244,-7.308,0.0308,0.179,117.265
Intro,Honeyburst,8/29/03,12,11,"Tim Christensen,",49080,1,0.25,9,1,4,0.977,0.538,0.0694,0.929,0.0953,-24.423,0.0348,0.261,88.242
Surfing The Surface,Honeyburst,8/29/03,12,19,"Tim Christensen,",260480,2,-0.043478261,0,1,3,0.16,0.392,0.438,2.62E-05,0.114,-7.232,0.0272,0.156,159.718
Lost And Found,Honeyburst,8/29/03,12,18,"Tim Christensen,",189440,3,0.052631579,7,1,4,0.7,0.356,0.331,0.00167,0.128,-9.113,0.0277,0.195,93.141
Jump The Gun,Honeyburst,8/29/03,12,23,"Tim Christensen,",204120,4,-0.135135135,11,0,4,0.00107,0.541,0.861,3.30E-06,0.183,-3.851,0.0349,0.527,131.613
Whispering At The Top Of My Lungs,Honeyburst,8/29/03,12,30,"Tim Christensen,",286306,5,0.269662921,0,0,4,0.0152,0.229,0.609,0.0028,0.0949,-4.669,0.0313,0.225,77.996
Lay Down Your Arms,Honeyburst,8/29/03,12,21,"Tim Christensen,",241560,6,0.141176471,2,1,4,0.0148,0.495,0.536,0,0.23,-6.99,0.0256,0.364,90.14
Right Next To The Right One,Honeyburst,8/29/03,12,46,"Tim Christensen,",250266,7,-0.057971014,11,1,3,0.0618,0.482,0.388,0,0.141,-7.47,0.0276,0.458,101.283
Isolation Here I Come,Honeyburst,8/29/03,12,15,"Tim Christensen,",256853,8,-0.12962963,2,1,4,0.00816,0.436,0.796,0.00201,0.288,-4.812,0.0504,0.293,123.877
No Easy Key,Honeyburst,8/29/03,12,18,"Tim Christensen,",231333,9,0.068965517,1,0,4,0.178,0.483,0.371,8.49E-05,0.11,-7.009,0.0313,0.203,119.619
Close The Door,Honeyburst,8/29/03,12,15,"Tim Christensen,",200746,10,0.133333333,0,1,4,0.00178,0.482,0.408,0.0744,0.261,-5.992,0.0244,0.154,91.749
Don't Leave Me But Leave Me Alone,Honeyburst,8/29/03,12,18,"Tim Christensen,",462106,11,0.095890411,0,1,4,0.101,0.311,0.476,0.000122,0.137,-6.841,0.0302,0.0629,96.374
Tonight I'm Fine/How Far You Go,Honeyburst,8/29/03,12,14,"Tim Christensen,",594040,12,,4,1,4,0.683,0.388,0.147,2.88E-05,0.155,-8.69,0.0384,0.0568,88.071
Losing,In The Red (Special Edition),1/1/06,27,12,"Tina Dickow,",231840,1,-0.17721519,3,1,4,0.551,0.566,0.301,0,0.0763,-8.641,0.0244,0.143,73.962
Nobody's Man,In The Red (Special Edition),1/1/06,27,16,"Tina Dickow,",242520,2,0.128378378,11,0,4,0.756,0.631,0.41,0,0.0902,-7.389,0.0318,0.139,107.964
The City,In The Red (Special Edition),1/1/06,27,12,"Tina Dickow,",262120,3,0.12,1,1,3,0.759,0.365,0.304,0.00565,0.117,-9.076,0.0313,0.134,150.017
Give In,In The Red (Special Edition),1/1/06,27,11,"Tina Dickow,",230720,4,0.176923077,1,1,4,0.665,0.568,0.51,0,0.143,-7.324,0.0284,0.367,90.558
In The Red,In The Red (Special Edition),1/1/06,27,12,"Tina Dickow,",350346,5,0.068965517,2,1,4,0.692,0.555,0.319,0.00011,0.131,-10.929,0.0303,0.152,117.4
My Mirror,In The Red (Special Edition),1/1/06,27,11,"Tina Dickow,",256720,6,-0.067226891,11,0,4,0.717,0.541,0.517,0,0.0944,-8.26,0.0433,0.368,80.997
Use Me,In The Red (Special Edition),1/1/06,27,11,"Tina Dickow,",223200,7,-0.061538462,11,0,4,0.697,0.612,0.433,1.39E-05,0.305,-8.883,0.0259,0.113,73.994
Warm Sand,In The Red (Special Edition),1/1/06,27,30,"Tina Dickow,",231280,8,0.260416667,6,0,3,0.684,0.309,0.468,0,0.104,-6.534,0.0299,0.125,82.728
Room With A View,In The Red (Special Edition),1/1/06,27,15,"Tina Dickow,",267040,9,0.337579618,9,1,4,0.831,0.488,0.313,0.000912,0.112,-9.949,0.0303,0.21,78.716
One,In The Red (Special Edition),1/1/06,27,11,"Tina Dickow,",350626,10,0.178947368,11,1,4,0.243,0.626,0.463,0.000104,0.383,-9.067,0.0275,0.522,85.942
Long Goodbye,In The Red (Special Edition),1/1/06,27,9,"Tina Dickow,",259146,11,-0.037037037,2,1,3,0.963,0.258,0.118,4.19E-06,0.119,-10.573,0.0386,0.23,63.565
One - Live,In The Red (Special Edition),1/1/06,27,8,"Tina Dickow,",294066,1,0.052173913,10,1,4,0.919,0.426,0.523,0,0.354,-7.468,0.222,0.507,88.949
Break Of Day - Live,In The Red (Special Edition),1/1/06,27,9,"Tina Dickow,",283386,2,,0,0,4,0.934,0.54,0.363,0,0.115,-6.707,0.0559,0.388,80.834
Craftsmanship And Poetry - Live,In The Red (Special Edition),1/1/06,27,8,"Tina Dickow,",220226,3,,7,1,4,0.928,0.42,0.329,0,0.724,-7.099,0.0434,0.426,85.509
Use Me - Live,In The Red (Special Edition),1/1/06,27,8,"Tina Dickow,",264626,4,,11,0,4,0.939,0.431,0.262,1.67E-05,0.173,-7.97,0.0627,0.318,165.347
Room With A View - Live,In The Red (Special Edition),1/1/06,27,8,"Tina Dickow,",227746,5,,9,1,4,0.932,0.598,0.275,0,0.7,-8.38,0.0758,0.367,82.484
Don't Think Twice - Live,In The Red (Special Edition),1/1/06,27,9,"Tina Dickow,",209920,6,,0,1,4,0.937,0.518,0.335,1.93E-06,0.252,-7.265,0.0926,0.462,88.722
Magic - Live,In The Red (Special Edition),1/1/06,27,9,"Tina Dickow,",252546,7,,5,1,5,0.95,0.44,0.27,4.85E-05,0.77,-8.115,0.0404,0.271,165.238
Warm Sand - Live,In The Red (Special Edition),1/1/06,27,7,"Tina Dickow,",339760,8,,9,1,4,0.948,0.317,0.401,0.000152,0.112,-6.544,0.0422,0.154,90.11
Kaptajn Clutch Og Hans Crew - Live,In The Red (Special Edition),1/1/06,27,8,"Tina Dickow,",226080,9,,2,1,4,0.947,0.405,0.46,1.22E-05,0.685,-6.819,0.0466,0.174,79.915
Undone - Live,In The Red (Special Edition),1/1/06,27,7,"Tina Dickow,",306413,10,,4,0,4,0.867,0.477,0.636,1.17E-06,0.131,-5.027,0.0505,0.328,122.954
Halleluja - Live,In The Red (Special Edition),1/1/06,27,13,"Tina Dickow,",297226,11,0,7,1,3,0.917,0.447,0.289,0,0.697,-6.763,0.0365,0.177,99.188
In The Red - Live,In The Red (Special Edition),1/1/06,27,7,"Tina Dickow,",367720,12,,3,1,4,0.947,0.464,0.288,8.29E-05,0.707,-7.282,0.0392,0.195,116.431
Back Where We Started - Live,In The Red (Special Edition),1/1/06,27,7,"Tina Dickow,",272426,13,0.058823529,11,1,4,0.932,0.399,0.405,0,0.697,-7.682,0.148,0.26,84.02
When You're Away,In The Red (Special Edition),1/1/06,27,7,"Tina Dickow,",268986,14,0.096491228,10,0,4,0.762,0.638,0.459,1.25E-05,0.111,-7.705,0.0282,0.253,105.877
Head Shop,In The Red (Special Edition),1/1/06,27,8,"Tina Dickow,",236853,15,-0.028169014,11,0,4,0.354,0.5,0.571,0,0.146,-7.139,0.0338,0.218,85.062
Lost In Art,In The Red (Special Edition),1/1/06,27,6,"Tina Dickow,",310320,16,,1,0,4,0.462,0.412,0.398,0.000445,0.127,-7.766,0.0304,0.0797,108.157
Op og ned,Helmig Herfra,11/2/06,12,31,"Thomas Helmig,",260279,1,0.003558719,4,0,4,0.0076,0.422,0.722,0,0.198,-7.178,0.0314,0.462,74.843
Livet Er Fedt,Helmig Herfra,11/2/06,12,16,"Thomas Helmig,",275346,2,0,4,0,4,0.0351,0.742,0.825,2.04E-05,0.0706,-6.312,0.0305,0.791,114.989
Lidt For Ondt,Helmig Herfra,11/2/06,12,14,"Thomas Helmig,",247973,3,0,0,1,4,0.101,0.598,0.798,5.57E-05,0.136,-6.945,0.0442,0.701,81.993
StíŸvregn,Helmig Herfra,11/2/06,12,17,"Thomas Helmig,",293413,4,0.006369427,7,1,4,0.00484,0.699,0.607,0.00386,0.484,-6.516,0.0255,0.82,102.008
Lykken Til Lí«ns,Helmig Herfra,11/2/06,12,12,"Thomas Helmig,",199866,5,0,9,0,4,0.023,0.596,0.81,0,0.162,-5.488,0.0518,0.724,119.966
Malaga,Helmig Herfra,11/2/06,12,49,"Thomas Helmig,",256746,6,0,0,1,4,0.648,0.5,0.393,0,0.215,-8.014,0.0314,0.52,72.137
Nok Til Alle,Helmig Herfra,11/2/06,12,12,"Thomas Helmig,",97786,7,,4,0,4,0.109,0.823,0.561,0,0.113,-9.818,0.0429,0.816,115.016
Det Du Kan,Helmig Herfra,11/2/06,12,25,"Thomas Helmig,",191693,8,0,10,0,4,0.0141,0.694,0.766,0.0921,0.0605,-8.275,0.051,0.816,95.016
ABCD,Helmig Herfra,11/2/06,12,16,"Thomas Helmig,",214586,9,0.01843318,0,1,4,7.59E-05,0.671,0.728,0.000118,0.0712,-8.342,0.0391,0.525,120.041
Dansk Pige,Helmig Herfra,11/2/06,12,13,"Thomas Helmig,",250373,10,-0.016666667,7,1,4,0.00952,0.7,0.798,0.00201,0.0562,-6.1,0.0287,0.675,121.946
Jeg Havde En DríŸm,Helmig Herfra,11/2/06,12,11,"Thomas Helmig,",247426,11,,7,1,4,0.0388,0.791,0.871,2.98E-05,0.0495,-5.992,0.0371,0.782,120.005
Aldrig Sige Aldrig Mere,Helmig Herfra,11/2/06,12,19,"Thomas Helmig,",265266,12,0,2,1,4,0.062,0.703,0.623,0,0.0498,-5.385,0.032,0.857,89.99
Ordinary Things,Lukas Graham (International Version),1/1/12,14,47,"Lukas Graham,",208133,1,-0.095890411,1,0,4,0.53,0.863,0.566,0,0.0856,-7.967,0.161,0.386,95.056
Nice Guy,Lukas Graham (International Version),1/1/12,14,39,"Lukas Graham,",214920,2,0.1,2,1,4,0.000462,0.89,0.771,0.00378,0.17,-7.543,0.0838,0.319,114.001
